alert_text,mdc_source,physioid,mdc_alert,alert_code,alert_kind,severity,source_label,source_description
SpMet Low Perf,NOM_PULS_OXIM_HB_MET_ART,195425,NOM_EVT_SIG_LO,380,INOP,SOFT_INOP,SpMet,Methemoglobin
SpMet Poor Signal,NOM_PULS_OXIM_HB_MET_ART,195425,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpMet,Methemoglobin
** SpOC High,NOM_PULS_OXIM_CONC_HB_O2_ART_CALC,195431,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpOC,Oxygen Content
** SpOC Low,NOM_PULS_OXIM_CONC_HB_O2_ART_CALC,195431,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpOC,Oxygen Content
SpOC Cannot Meas,NOM_PULS_OXIM_CONC_HB_O2_ART_CALC,195431,NOM_EVT_INOP,52,INOP,HARD_INOP,SpOC,Oxygen Content
SpOC Low Perf,NOM_PULS_OXIM_CONC_HB_O2_ART_CALC,195431,NOM_EVT_SIG_LO,380,INOP,SOFT_INOP,SpOC,Oxygen Content
SpOC Poor Signal,NOM_PULS_OXIM_CONC_HB_O2_ART_CALC,195431,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpOC,Oxygen Content
SpOC Equip Malfunc,NOM_PULS_OXIM_CONC_HB_O2_ART_CALC,195431,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpOC,Oxygen Content
** <SO2 Label> High,MDC_SAT_O2,150316,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SO2 ,Oxygen Saturation 
** <SO2 Label> Low,MDC_SAT_O2,150316,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SO2 ,Oxygen Saturation 
<SO2 Label> Cal Failed,MDC_SAT_O2,150316,NOM_EVT_CALIB_FAIL,138,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Cal Mode,MDC_SAT_O2,150316,NOM_EVT_STAT_CALIB_MODE,6152,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Cal Required,MDC_SAT_O2,150316,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Cannot Meas,MDC_SAT_O2,150316,NOM_EVT_MSMT_ERR,354,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Config Error,MDC_SAT_O2,150316,NOM_EVT_CONFIG_ERR,142,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Conn OptMod,MDC_SAT_O2,150316,NOM_EVT_STAT_OPT_MOD_SENSOR_CONN,6172,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Equip Malf,MDC_SAT_O2,150316,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Incompat.,MDC_SAT_O2,150316,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> In-Vivo Cal,MDC_SAT_O2,150316,NOM_EVT_STAT_CALIB_INVIVO_RUNNING,6156,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Light Cal,MDC_SAT_O2,150316,NOM_EVT_STAT_CALIB_LIGHT_RUNNING,6158,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Light Intens,MDC_SAT_O2,150316,NOM_EVT_INTENS_LIGHT_ERR,350,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Low Light,MDC_SAT_O2,150316,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> No OptMod,MDC_SAT_O2,150316,NOM_EVT_OPTIC_MODULE_ABSENT,298,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> OptMod Malf,MDC_SAT_O2,150316,NOM_EVT_OPTIC_MODULE_DEFECT,300,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Overrange,MDC_SAT_O2,150316,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Pre-Ins Cal,MDC_SAT_O2,150316,NOM_EVT_STAT_CALIB_PREINS_RUNNING,6160,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Unplugged,MDC_SAT_O2,150316,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Upgrade,MDC_SAT_O2,150316,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SO2 ,Oxygen Saturation 
<SO2 Label> Warmup,MDC_SAT_O2,150316,NOM_EVT_STAT_OPT_MOD_SENSOR_WARMING,6174,INOP,SOFT_INOP,SO2 ,Oxygen Saturation 
** <SO2 Label> High,MDC_SAT_O2_VEN,150332,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SvO2 ,Mixed Venous Oxygen Saturation 
** <SO2 Label> Low,MDC_SAT_O2_VEN,150332,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Cal Failed,MDC_SAT_O2_VEN,150332,NOM_EVT_CALIB_FAIL,138,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Cal Mode,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_CALIB_MODE,6152,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Cal Required,MDC_SAT_O2_VEN,150332,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Cannot Meas,MDC_SAT_O2_VEN,150332,NOM_EVT_MSMT_ERR,354,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Config Error,MDC_SAT_O2_VEN,150332,NOM_EVT_CONFIG_ERR,142,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Conn OptMod,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_OPT_MOD_SENSOR_CONN,6172,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Equip Malf,MDC_SAT_O2_VEN,150332,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Incompat.,MDC_SAT_O2_VEN,150332,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> In-Vivo Cal,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_CALIB_INVIVO_RUNNING,6156,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Light Cal,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_CALIB_LIGHT_RUNNING,6158,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Light Intens,MDC_SAT_O2_VEN,150332,NOM_EVT_INTENS_LIGHT_ERR,350,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Low Light,MDC_SAT_O2_VEN,150332,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> No OptMod,MDC_SAT_O2_VEN,150332,NOM_EVT_OPTIC_MODULE_ABSENT,298,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> OptMod Malf,MDC_SAT_O2_VEN,150332,NOM_EVT_OPTIC_MODULE_DEFECT,300,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Overrange,MDC_SAT_O2_VEN,150332,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Pre-Ins Cal,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_CALIB_PREINS_RUNNING,6160,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Unplugged,MDC_SAT_O2_VEN,150332,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Upgrade,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
<SO2 Label> Warmup,MDC_SAT_O2_VEN,150332,NOM_EVT_STAT_OPT_MOD_SENSOR_WARMING,6174,INOP,SOFT_INOP,SvO2 ,Mixed Venous Oxygen Saturation 
*** SvO2   Low,MDC_SAT_O2_VEN,150332,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,SvO2 ,Mixed Venous Oxygen Saturation 
** <SO2 Label> High,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ScvO2 ,Central Venous Oxygen Saturation 
** <SO2 Label> Low,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Cal Failed,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_CALIB_FAIL,138,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Cal Mode,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_CALIB_MODE,6152,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Cal Required,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Cannot Meas,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_MSMT_ERR,354,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Config Error,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_CONFIG_ERR,142,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Conn OptMod,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_OPT_MOD_SENSOR_CONN,6172,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Equip Malf,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Incompat.,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> In-Vivo Cal,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_CALIB_INVIVO_RUNNING,6156,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Light Cal,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_CALIB_LIGHT_RUNNING,6158,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Light Intens,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_INTENS_LIGHT_ERR,350,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Low Light,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_SIG_LO,380,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> No OptMod,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_OPTIC_MODULE_ABSENT,298,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> OptMod Malf,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_OPTIC_MODULE_DEFECT,300,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Overrange,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Pre-Ins Cal,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_CALIB_PREINS_RUNNING,6160,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Unplugged,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Upgrade,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,ScvO2 ,Central Venous Oxygen Saturation 
<SO2 Label> Warmup,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_STAT_OPT_MOD_SENSOR_WARMING,6174,INOP,SOFT_INOP,ScvO2 ,Central Venous Oxygen Saturation 
*** ScvO2  Low,NOM_SAT_O2_VEN_CENT,192768,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ScvO2 ,Central Venous Oxygen Saturation 
** tcpCO2 High,MDC_CO2_TCUT,151756,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
** tcpCO2 Low,MDC_CO2_TCUT,151756,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Cal Failed,MDC_CO2_TCUT,151756,NOM_EVT_CALIB_FAIL,138,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Cal Running,MDC_CO2_TCUT,151756,NOM_EVT_STAT_CALIB_RUNNING,6154,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> CalRequired,MDC_CO2_TCUT,151756,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Change Site,MDC_CO2_TCUT,151756,NOM_EVT_ADVIS_CHANGE_SITE,61682,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Check Time,MDC_CO2_TCUT,151756,NOM_EVT_ADVIS_CHECK_SITE_TIME,61684,INOP,SOFT_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Equip Malf,MDC_CO2_TCUT,151756,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> NoTransducer,MDC_CO2_TCUT,151756,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Stabilizing,MDC_CO2_TCUT,151756,NOM_EVT_STAT_SENSOR_WARMING,6176,INOP,SOFT_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Unplugged,MDC_CO2_TCUT,151756,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
<tcGas Label> Overrange,MDC_CO2_TCUT,151756,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,tcpCO2 ,Transcutaneous Carbon  Dioxide Partial Pressure 
** tcpO2 High,MDC_O2_TCUT,151760,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
** tcpO2 Low,MDC_O2_TCUT,151760,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Cal Failed,MDC_O2_TCUT,151760,NOM_EVT_CALIB_FAIL,138,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Cal Running,MDC_O2_TCUT,151760,NOM_EVT_STAT_CALIB_RUNNING,6154,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> CalRequired,MDC_O2_TCUT,151760,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Change Site,MDC_O2_TCUT,151760,NOM_EVT_ADVIS_CHANGE_SITE,61682,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Check Time,MDC_O2_TCUT,151760,NOM_EVT_ADVIS_CHECK_SITE_TIME,61684,INOP,SOFT_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Equip Malf,MDC_O2_TCUT,151760,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> NoTransducer,MDC_O2_TCUT,151760,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Stabilizing,MDC_O2_TCUT,151760,NOM_EVT_STAT_SENSOR_WARMING,6176,INOP,SOFT_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Unplugged,MDC_O2_TCUT,151760,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Overrange,MDC_O2_TCUT,151760,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,tcpO2 ,Transcutaneous Oxygen Partial Pressure 
<tcGas Label> Cal Failed,NOM_GAS_TCUT,192593,NOM_EVT_CALIB_FAIL,138,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Cal Running,NOM_GAS_TCUT,192593,NOM_EVT_STAT_CALIB_RUNNING,6154,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> CalRequired,NOM_GAS_TCUT,192593,NOM_EVT_ADVIS_CALIB_REQD,6662,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Change Site,NOM_GAS_TCUT,192593,NOM_EVT_ADVIS_CHANGE_SITE,61682,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Check Time,NOM_GAS_TCUT,192593,NOM_EVT_ADVIS_CHECK_SITE_TIME,61684,INOP,SOFT_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Equip Malf,NOM_GAS_TCUT,192593,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> NoTransducer,NOM_GAS_TCUT,192593,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Stabilizing,NOM_GAS_TCUT,192593,NOM_EVT_STAT_SENSOR_WARMING,6176,INOP,SOFT_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Unplugged,NOM_GAS_TCUT,192593,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
<tcGas Label> Overrange,NOM_GAS_TCUT,192593,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas CheckSensor,NOM_GAS_TCUT,192593,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas Gas Empty,NOM_GAS_TCUT,192593,NOM_EVT_EMPTY,26,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas Incompat,NOM_GAS_TCUT,192593,NOM_EVT_INCOMPAT,600,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas In-VivoCorr,NOM_GAS_TCUT,192593,NOM_EVT_STAT_CALIB_INVIVO_RUNNING,6156,INOP,SOFT_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas Sensor Malf,NOM_GAS_TCUT,192593,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas Stabilizing,NOM_GAS_TCUT,192593,NOM_EVT_STAT_STABILIZING,61758,INOP,SOFT_INOP,tcGas ,Generic Term for Transcutaneous Gases 
tcGas SW Upgrade,NOM_GAS_TCUT,192593,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,tcGas ,Generic Term for Transcutaneous Gases 
** <Temperature Label> High,MDC_TEMP,150344,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Temp ,Generic Temperature 
** <Temperature Label> Low,MDC_TEMP,150344,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Temp ,Generic Temperature 
<Temperature Label> Deactivated,MDC_TEMP,150344,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Temp ,Generic Temperature 
<Temperature Label> Equip Malf,MDC_TEMP,150344,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Temp ,Generic Temperature 
<Temperature Label> NoTransducer,MDC_TEMP,150344,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Temp ,Generic Temperature 
<Temperature Label> Overrange,MDC_TEMP,150344,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,Temp ,Generic Temperature 
<Temperature Label> Unplugged,MDC_TEMP,150344,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Temp ,Generic Temperature 
** <Temperature Label> High,NOM_TEMP_AMBIENT,192710,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Tamb ,Ambient Temperature 
** <Temperature Label> Low,NOM_TEMP_AMBIENT,192710,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Tamb ,Ambient Temperature 
<Temperature Label> Deactivated,NOM_TEMP_AMBIENT,192710,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Tamb ,Ambient Temperature 
<Temperature Label> Equip Malf,NOM_TEMP_AMBIENT,192710,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Tamb ,Ambient Temperature 
<Temperature Label> NoTransducer,NOM_TEMP_AMBIENT,192710,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Tamb ,Ambient Temperature 
<Temperature Label> Overrange,NOM_TEMP_AMBIENT,192710,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,Tamb ,Ambient Temperature 
<Temperature Label> Unplugged,NOM_TEMP_AMBIENT,192710,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Tamb ,Ambient Temperature 
** <Temperature Label> High,MDC_TEMP_ART,150352,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Tart ,Arterial Temperature 
** <Temperature Label> Low,MDC_TEMP_ART,150352,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Tart ,Arterial Temperature 
<Temperature Label> Deactivated,MDC_TEMP_ART,150352,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Tart ,Arterial Temperature 
<Temperature Label> Equip Malf,MDC_TEMP_ART,150352,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Tart ,Arterial Temperature 
<Temperature Label> NoTransducer,MDC_TEMP_ART,150352,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Tart ,Arterial Temperature 
<Temperature Label> Overrange,MDC_TEMP_ART,150352,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,Tart ,Arterial Temperature 
<Temperature Label> Unplugged,MDC_TEMP_ART,150352,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Tart ,Arterial Temperature 
** <Temperature Label> High,NOM_TEMP_CEREBRAL,192709,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Tcereb ,Cerebral Temperature 
** <Temperature Label> Low,NOM_TEMP_CEREBRAL,192709,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Tcereb ,Cerebral Temperature 
<Temperature Label> Deactivated,NOM_TEMP_CEREBRAL,192709,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Tcereb ,Cerebral Temperature 
<Temperature Label> Equip Malf,NOM_TEMP_CEREBRAL,192709,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Tcereb ,Cerebral Temperature 
<Temperature Label> NoTransducer,NOM_TEMP_CEREBRAL,192709,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Tcereb ,Cerebral Temperature 
<Temperature Label> Overrange,NOM_TEMP_CEREBRAL,192709,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,Tcereb ,Cerebral Temperature 
<Temperature Label> Unplugged,NOM_TEMP_CEREBRAL,192709,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Tcereb ,Cerebral Temperature 
** <Temperature Label> High,MDC_TEMP_CORE,150368,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Tcore ,Core (Body) Temperature 
** <Temperature Label> Low,MDC_TEMP_CORE,150368,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Tcore ,Core (Body) Temperature 
<Temperature Label> Deactivated,MDC_TEMP_CORE,150368,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Tcore ,Core (Body) Temperature 
<Temperature Label> Equip Malf,MDC_TEMP_CORE,150368,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Tcore ,Core (Body) Temperature 
<Temperature Label> NoTransducer,MDC_TEMP_CORE,150368,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Tcore ,Core (Body) Temperature 
<Temperature Label> Overrange,MDC_TEMP_CORE,150368,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,Tcore ,Core (Body) Temperature 
<Temperature Label> Unplugged,MDC_TEMP_CORE,150368,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Tcore ,Core (Body) Temperature 
** <Temperature Label> High,MDC_TEMP_ESOPH,150372,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Tesoph ,Esophageal Temperature 
** <Temperature Label> Low,MDC_TEMP_ESOPH,150372,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Tesoph ,Esophageal Temperature 
<Temperature Label> Deactivated,MDC_TEMP_ESOPH,150372,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,Tesoph ,Esophageal Temperature 
<Temperature Label> Equip Malf,MDC_TEMP_ESOPH,150372,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,Tesoph ,Esophageal Temperature 
<Temperature Label> NoTransducer,MDC_TEMP_ESOPH,150372,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,Tesoph ,Esophageal Temperature 
<Temperature Label> Overrange,MDC_TEMP_ESOPH,150372,NOM_EVT_MSMT_RANGE_OVER,364,INOP,HARD_INOP,Tesoph ,Esophageal Temperature 
<Temperature Label> Unplugged,MDC_TEMP_ESOPH,150372,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,Tesoph ,Esophageal Temperature 
** <Temperature Label> High,NOM_TEMP_GEN_1,192711,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,T1 ,Generic Temperature T1 
** <Temperature Label> Low,NOM_TEMP_GEN_1,192711,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,T1 ,Generic Temperature T1 
